category,query,link
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",http://img.unisystem.ua/files/6/MINI-T400ME_manual_v4101-4.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://ogp.ua/images/manual_PPO/MINI-T400ME_manual_v4101-4.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://www.zink.gov.ua/wp-content/uploads/2025/12/dps-chek.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://ioanivcenter.com/wp-content/uploads/2023/10/platizne_doruchenia.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://tc-bank.com/file.php?component=sys_media_doc&file=doc_71932a86329675d937e6d8fe1c134470.pdf&title=Правила+оформлення+платіжного+доручення+в+іноземній+валюті.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://www.megazakaz.com/uploads/support/1630428600380_document.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://dlgr.gov.ua/ua/osxfile/pg/250920429483829_n_1o/2509.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://agrovolyn.gov.ua/sites/default/files/attachments/document.0.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://uristinfo.net/kodeksy/257-npk-do-tsivilnogo-kodeksu-ukrayini/8033-zagalni-polozhennja-pro-rozrahunki-iz-zastosuvannjam-platizhnih-doruchen.pdf
receipt,"""платіжне доручення"" ""платник"" filetype:pdf",https://static.privatbank.ua/files/Vydy_platizh_poslug.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://vps.ua/download/Образец_счета.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://static.dobro.ua/projects/2026/02/09/media/рахунок_фактура_23.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://opencartforum.com/files/file/8983-pdf-invoice-to-order-schet-faktura-k-zakazu-v-pdf/
receipt,"""рахунок фактура"" filetype:pdf",https://ndekc.dn.ua/uploads/ck/zbroia_rakh_fakt_26.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://pluskarma.com.ua/wp-content/uploads/2023/09/ilovepdf_merged-26.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://veliki.com.ua/tmp/Rahunok2163678.pdf
receipt,"""рахунок фактура"" filetype:pdf",https://dobro-media-prod.s3-eu-west-1.amazonaws.com/projects/2022/04/21/media/рахунок.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://rm.co.ua/certificates.ru/mhcx01.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://zandra.com.ua/images/CdLZEWcYaJqZmNqWor41GYCj3z0fR6LnLzFQMOyc.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://himanaliz.ua/wp-content/uploads/2016/02/Sertifikat-analiza-vozdukha.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://apteka911.ua/content/shop/certificates/293/certificate_670099.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://7dreamsport.ua/wa-data/public/site/sert/6428-COA-ua.pdf
certificate_of_analysis,"""сертифікат аналізу"" filetype:pdf",https://openteck.ua/wp-content/uploads/2025/09/a3711-pidvikonnia-elementnyj-analiz.pdf
certificate_of_analysis,"""сертифікат якості"" ""партія"" filetype:pdf",https://igar.ua/wp-content/uploads/2026/02/202503_igar_.pdf
certificate_of_analysis,"""сертифікат якості"" ""партія"" filetype:pdf",https://agrosfera.ua/image/catalog/pdf_certificate/propozit.pdf
certificate_of_analysis,"""сертифікат якості"" ""партія"" filetype:pdf",https://ispro.ua/uploads/pages/January2022/DjqMbwegeUYTKfjrz7dD.pdf
certificate_of_analysis,"""сертифікат якості"" ""партія"" filetype:pdf",https://www.lamed.com.ua/cdn/pdf/65d86d731605c94255d4329c
certificate_of_analysis,"""сертифікат якості"" ""партія"" filetype:pdf",https://www.tsatu.edu.ua/rosl/wp-content/uploads/sites/20/lekcija-5.osnovy-sertyfikaciyi-produkciyi.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://dlf.ua/wp-content/uploads/pdf/5460/5460_p.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://www.dezega.com/sites/default/files/2022-12/2388-skan-sertifikata.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://armax.ua/uploads/borati/Sertifikat_Borati.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://apteka911.ua/content/shop/certificates/19/certificate_91328.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://www.kambio.ua/wp-content/uploads/2024/04/сертифікат.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://metrology.ukrcsm.com/images/list/dob_OV/Poryadok_02052019.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://seprogroup.com.ua/wp-content/uploads/Schemes.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://www.motorolasolutions.com/content/dam/msi/docs/products/two-way-radios/declarations-of-conformity/dm1000_dm2000_ua_doc.pdf
certificate_of_analysis,"""сертифікат відповідності"" filetype:pdf",https://cdn.imperiatools.ru/download/ryobi___4137168303___instrukciya-k-tovaru.pdf
certificate_of_analysis,"""паспорт якості"" filetype:pdf",https://nav.tn.ru/knowledge-base/api/pdf/oIFo2lQsC0G2RD1tf3xXdEHhIqTt0N9o+ynCJSyMMDyJwylytn9BEvJkTZ4VMEnS/bWcba4bi0s2xUAgzhwYcA==/
certificate_of_analysis,"""паспорт якості"" filetype:pdf",https://socar.ua/storage/uploads/f8c7ca74-e175-4b01-b1b9-e6fe6fc7bdfb.pdf
certificate_of_analysis,"""паспорт якості"" filetype:pdf",https://grand-petrol.com.ua/wp-content/uploads/2024/08/Pasport-iakosti-na-DP-klas-C-175547_5955440-vid-22.08.24.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://dndivsovt.mil.gov.ua/app/uploads/2024/10/4.protokol-vyprobuvan.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://framex.ua/wp-content/uploads/2022/10/protokoli2-2.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://vikonda.ua/wp-content/uploads/2024/05/protokol-viprobuvan.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://storage.googleapis.com/msgsndr/6IYHQU69PoelHz8B2wcB/media/689b4b17df61c2806a3e6343.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://zeleniyptah.com.ua/wp-content/uploads/2024/08/Protokol-vyprobuvannia.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://sputnik-gear.ua/storage/files/uploads/DOCS/Protokol_viprobuvan___NVMPE_vid_20_11_2023.pdf
certificate_of_analysis,"""протокол випробувань"" ""зразок"" filetype:pdf",https://eurobud.ua/wp-content/uploads/2025/10/protokol-vyprobuvan-z-vyznachennya-granyczi-micznosti-na-rozryv-eps-70-_-eps-80-1.pdf.pdf
certificate_of_analysis,"""лабораторний протокол"" ""зразок"" filetype:pdf",https://mmi-dmm.kpi.ua/images/2022/t/17.pdf
certificate_of_analysis,"""лабораторний протокол"" ""зразок"" filetype:pdf",https://aphl.org/docs/default-source/global-health/ukr_pnl35-illumina-dna-prep-sop_v57ad4fe392c4c4796b9e1e1a1993dd4b8.pdf?sfvrsn=b798b917_1
certificate_of_analysis,"""лабораторний протокол"" ""зразок"" filetype:pdf",https://aphl.org/docs/default-source/global-health/ukr_pnl38_wgs-on-miseq-sop_v422c813014a0c4201b42ab7150ce5a60a.pdf?sfvrsn=dfc4510a_1
certificate_of_analysis,"""лабораторний протокол"" ""зразок"" filetype:pdf",http://kznh.kpi.ua/03.09.14_metoduchku/XTF/Синтезы+МММ.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://nashigroshi.org/wp-content/uploads/2017/01/дог-№-1.2-ліки-1.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://data.gov.ua/dataset/e664d2db-f7ea-4a4c-90a9-54ccccd2e7d5/resource/995a3874-e570-43dd-a27a-ef5ec6efccdb/download/tov-podorozhnik-dnipro-no-9-vid-13-05-2020.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://pistunovi.narod.ru/Ant_mon.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://shepetivka-rada.gov.ua/wp-content/uploads/2022/03/№20-27.01.2022-pro-zatverdzhennya-poryadku-vidshkoduvannya-vytrat-vartosti-likarskyh-zasobiv-pilgovyh-kategorij-naselennya-shepetivskoyi-miskoyi-terytorialnoyi-gromady-na-2022-2024roky-1.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://umj.com.ua/wp/wp-content/uploads/2010/08/78-104.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://health.mvs.gov.ua/upload/5/6/4/pro-zatverdzennia-poriadku-vidskodu-vid-13072017-39-tekst-dlia-druku.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://stryi-rada.gov.ua/doc/wp-content/uploads/2024/05/2526.pdf
hospital_claim,"""відшкодування витрат"" ""лікування"" filetype:pdf",https://doc.varash-rada.gov.ua/images/doc/rada/2024/dod15-2222-2024.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://upsk.com.ua/dbs.8.files/upload/file/meddopomoga.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://eprints.kname.edu.ua/24397/1/2009+печ+10П+Тонкошкур_ПОТМ_під.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://universalna.com/documents/Pravyla_dobrovilnoho_medychnoho_strakhuvannia_(bezperervne_strakhuvannia_zdorovia)_zminy_4.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://www.pzu.com.ua/admin/upload/2024/upload/Zagalnі_umovi_produktu_MS.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://arx.com.ua/uploads//Agreement_Medical+Help_01.06.2024.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://uniqa.ua/storage/insurance-products/reports-files/1107_umovy_27.06.2024.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://krayina.com/storage/documents/VCqUZKJX33KwmJYHPizC3FCINRTu4uvdIriTEpG6.pdf
hospital_claim,"""страховий випадок"" ""медична допомога"" filetype:pdf",https://colonnade.com.ua/storage/files/file20220524150725.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://www.uvmhealth.org/sites/default/files/2025-11/ny-uniform-financial-aid-application-eform-20-UKRAINIAN.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://zmdl5.zp.ua/wp-content/uploads/2025/05/zayava-pro-pryyednannya.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://medical.ensuria.ua/wp-content/uploads/2025/08/public-ontract-for-the-provision-of-medical-services.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://ovrmisl.med.ukraina.org.ua/sites/ovrmisl.med.ukraina.org.ua/files/inline-files/publichnyy-dogovir_0.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://mc-kyiv.com.ua/wp-content/uploads/2025/12/dogovir_platni_poslugy.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://puls.ua/wp-content/uploads/2020/05/publichnii-dogovir-pro-nadannja-platnih-medichnih-poslug.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://vmklcmd.lic.org.ua/wp-content/uploads/2020/01/dogovor.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://malskapediatrics.com/wp-content/uploads/2022/01/Umovy-nadannia-ta-otrymannia-medychnykh-posluh-1.pdf
hospital_claim,"""заява"" ""медичні послуги"" ""пацієнт"" filetype:pdf",https://olymed.ua/strapi/uploads/PUBLI_Ch_NIJ_DOGOVIR_GASTRO_Cz_ENTR_7dc93b5858.pdf
hospital_claim,"""акт наданих медичних послуг"" filetype:pdf",https://vodkl.org.ua/wp-content/uploads/2025/04/213_pro-zatverdzhennia-publichnoho-dohovoru-nadannia-medychnykh-posluh.pdf
hospital_claim,"""акт наданих медичних послуг"" filetype:pdf",https://mkl3.vn.ua/wp-content/uploads/2025/03/Публічний-договір-оферта-про-надання-платних-послуг.pdf
hospital_claim,"""акт наданих медичних послуг"" filetype:pdf",https://tokkpnl.org.ua/wp-content/uploads/2026/02/PUBLICHNYJ-DOGOVIR-OFERTA.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://doclife.in.ua/wp-content/uploads/2023/07/dodatok-1-anketa2023.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://vivereclinic.com/all-images/anketa-pacienta.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://www.kvsa.de/fileadmin/user_upload/Bilder/Content/Praxis/Aktuelles/Patientenfragebogen_ukrainisch_ausfuellbar.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://kinderklinik.ua/wp-content/uploads/2020/07/Anketa-pershij-vizit-Dorosli.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://www.germany4ukraine.de/SharedDocs/Downloads/RU/medizinische-versorgung/anamnesebogen.pdf?__blob=publicationFile&v=2
patient_form,"""анкета пацієнта"" filetype:pdf",https://arztpraxis-irina-mucha.de/wp-content/uploads/2025/03/Анкета-пацієнта-Patientenvereinbarung.pdf
patient_form,"""анкета пацієнта"" filetype:pdf",https://istomatolog.clinic/wp-content/uploads/2023/10/Анкета-пацієнта.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://visnyk-juris-uzhnu.com/wp-content/uploads/2024/01/62-1.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://istomatolog.clinic/wp-content/uploads/2023/03/Інформована-добровільна-згода-пацієнта-на-проведення-діагностики.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://www.usas.com.ua/wp-content/uploads/2025/07/INFORMOVANA-ZGODA-PATSIYENTA.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://ivf.com.ua/wp-content/uploads/2020/11/Zgoda.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://doctors.com.ua/wp-content/uploads/2021/07/informovana-zgoda-003-6-ot-12-2020.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://www.dec.gov.ua/wp-content/uploads/2024/12/forma_informovanoyi_zgody_informed_consent_form_2024_gruden.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://medicallaw.org.ua/uploads/media/02_024.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://www.dec.gov.ua/wp-content/uploads/2019/11/met_lpmd.pdf
patient_form,"""інформована згода пацієнта"" filetype:pdf",https://www.straumann.com/content/dam/media-center/clearcorrect/en/documents/general-terms-and-conditions/480.254-uk-00.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://www.csdlab.ua/sites/default/files/text-files/informovana-zhoda.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://14detpol.city.kh.ua/wp-content/uploads/Додаток-2-до-Договору-інформована-добровільна-згода.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://anest.vn.ua/file/Informed_voluntary_consent_epidural_anesthesia._v006_26_11_17.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://belgium.mfa.gov.ua/storage/app/sites/16/zayava-observatsiya.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://www.klinika19.com.ua/wp-content/uploads/2021/01/згоди.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://www.ifnmu.edu.ua/wp-content/uploads/2024/10/Зразок-добр.-інф.-згоди.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://istomatolog.clinic/wp-content/uploads/2023/10/Інформована-добров.-згода-пацієнта_.pdf
patient_form,"""інформована добровільна згода"" filetype:pdf",https://lib.iitta.gov.ua/id/eprint/738001/1/Запобігання++булінгу+в+шкільному+середовищі_2023.pdf
patient_form,"""медична карта пацієнта"" filetype:pdf",https://ela.kpi.ua/bitstream/123456789/54404/1/Sherberh_magistr.pdf
patient_form,"""медична карта пацієнта"" filetype:pdf",https://core.ac.uk/download/231764019.pdf
patient_form,"""медична карта пацієнта"" filetype:pdf",https://nauka-online.com/wp-content/uploads/2018/06/Ponomarenko.pdf
patient_form,"""медична карта пацієнта"" filetype:pdf",https://science.lpnu.ua/sites/default/files/journal-paper/2019/apr/16265/vis689ism-158-168.pdf
patient_form,"""медична карта пацієнта"" filetype:pdf",https://zdrowieodpoczecia.pl/wp-content/uploads/2023/07/Karaty-wywiadu-pacjeta-doroslego.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://www.academia.edu/30237104/Ю_І_Губський_М_К_Хобзей_Фармакотерапія_в_паліативній_та_хоспісній_медицині_К_Здоровья_2011_352_с_copy_pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://ehealth.gov.ua/wp-content/uploads/2020/05/Pro-zatverdzhennya-Poryadku-napravlennya-patsiyentiv-do-zakladiv-ohorony-zdorovya-ta-fizychnyh-osib-pidpryyemtsiv-yaki-v-ustanovlenomu-zakono...-_-vid-28.02.2020-586.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://ir.lib.vntu.edu.ua/bitstream/handle/123456789/17501/2643.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://strazhesko.org.ua/upload/napravlennya-na-gospitalizaciyu.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://krasnop.crl.net.ua/wp-content/uploads/2020/04/napravlennja-vipisanogo-cherez-inshu-mis-1.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://decentralization.gov.ua/uploads/library/file/266/4992.pdf
patient_form,"""направлення пацієнта"" filetype:pdf","https://moz.gov.ua/storage/uploads/e174ed5c-b1ac-4d08-9203-6ad117585e95/Покроковий-алгоритм-для-лікарів,-команд-та-адміністраторів.pdf"
patient_form,"""направлення пацієнта"" filetype:pdf",https://naiu.org.ua/wp-content/uploads/2024/11/naiu_psyhoassistance_v03.pdf
patient_form,"""направлення пацієнта"" filetype:pdf",https://academy.nszu.gov.ua/pluginfile.php/256700/mod_page/content/66/Гід_для+пацієнтів+2025.pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://www.mskcc.org/ru/pdf/cancer-care/patient-education/family-health-history
medical_doctor_note,"""анамнез"" filetype:pdf",https://rsmu.ru/fileadmin/templates/DOC/Faculties/PF/Dept_pdb/pdb/ex_pdb_2014.pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://nacedu.by/assets/files/gajd_anamnez-rebyonka-poshagovyj-algoritm.pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://onmedu.edu.ua/wp-content/uploads/2020/02/Algoritm-2-2.pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://e.profkiosk.ru/eServices/service_content/file/eaa2a94d-a474-442a-b63a-beba7599618c.pdf;Pril1.pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://dl.booksee.org/genesis/161000/d1d3574929877488c719691c4c3a95d0/_as/[Ionash_V.]_Klinicheskaya_kardiologiya(BookSee.org).pdf
medical_doctor_note,"""анамнез"" filetype:pdf",https://omnidoctor.ru/upload/iblock/b72/b7212dd639da8a7ce719e10891096cbf.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",http://ir.librarynmu.com/bitstream/123456789/802/2/Visnyk+Part+II+Psychotherapy+-+Ukrainian+FINAL.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",https://dspace.zsmu.edu.ua/bitstream/123456789/13015/1/Лекция+№4_УВЧ_2019.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",https://new.meduniv.lviv.ua/uploads/repository/kaf/kaf_transplantology_surgery_fpge/03.КУРСИ+ТЕМАТИЧНОГО+УДОСКОНАЛЕННЯ/1.Навчальні+програми/5.Вади+серця.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",https://babykrok.com.ua/upload/intext/pediatric/Step3tren.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",https://nsmedych.oits.pro/wp-content/uploads/2021/12/38.-medychna-ta-sotsialna-reabilitatsiia.pdf
medical_doctor_note,"""курс лікування"" filetype:pdf",https://health-ua.com/multimedia/userfiles/files/2021/ZKR_Cardio_Revma_2021/ZKR_Cardio_Revma_2021_st157.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",https://new.meduniv.lviv.ua/uploads/repository/kaf/kaf_propaedeutic_2/4.+Навчально-організаційна+робота/Istoriya_hvoroby_schema.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",https://emed.library.gov.ua/wp-content/uploads/tainacan-items/271/37641/Istoriia-medytsyny-ta-okhorony-zdorovia-v-Ukraini-nauk.-dopom.-bibliohr.-pokazhch.-CH.-4.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",https://www.chcsno.org/wp-content/uploads/2023/10/Health-History-Adult-DEN-Form-104D-Ukrainian.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",https://repo.dma.dp.ua/4349/1/Академічна+історія+хвороби.+Пропедевтика+педіатрії.+docx-конвертирован.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",http://vnmed3.kharkiv.ua/wp-content/uploads/2016/10/Історія-хвороби.pdf
medical_doctor_note,"""історія хвороби"" filetype:pdf",https://dspace.zsmu.edu.ua/bitstream/123456789/4418/1/Ист.+хвороби+2016.pdf
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://krasnop.crl.net.ua/wp-content/uploads/2020/04/paciienta-zi-stacionaru-1.pdf
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://knowledge.phc.org.ua/books/stacionar-hMv/page/instrukciya-dlya-likarya-stacionaru/export/pdf
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://sis.nipo.gov.ua/media/UTILITY_MOD/2022/u202202536/99_151626-К_D_UA.pdf?ver=2025-07-15T18:21:05
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://new.simplex-med.com/wp-content/uploads/2026/01/SimplexMed-SMD-EMZ.-EN-Pogashennya-EN.pdf
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://www.dec.gov.ua/wp-content/uploads/2019/11/2014_387-ykpmd_raklegeni.pdf
medical_doctor_note,"""виписка пацієнта"" filetype:pdf",https://about.docdream.com/storage/file/Module_3.3.3_as_of_2026-04-10.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://der.org.ua/wp-content/uploads/2.-MEDYCHNYJ-VYSNOVOK-TA-ELEKTRONNYJ-LIKARNYANYJ.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://medcloud.com.ua/wp-content/uploads/2026/01/Medichnij-visnovok-pro-timchasovu-nepratsezdatnist-Elektronna-likarnya.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://moz.gov.ua/uploads/6/31124-dn_1066_01_06_2021_dod_1.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://www.kmu.gov.ua/storage/app/uploads/public/68e/3f4/ea1/68e3f4ea10de6474191623.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://www.drs.gov.ua/wp-content/uploads/2026/03/1214_compressed.pdf
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://api-cf.dtkt.ua/documents/download/pdf/1217.2239.1
medical_doctor_note,"""медичний висновок"" filetype:pdf",https://medplatforma.com.ua/files/Articles+MEDSPRAVA/2331/Nakaz_MOZ_1066.pdf
medical_doctor_note,"""лікарський висновок"" filetype:pdf",https://radfiz.org.ua/files/f086_0_copy.pdf
medical_doctor_note,"""лікарський висновок"" filetype:pdf",https://l208.kiev.ua/wp-content/uploads/2025/09/medychna-dovidka-086-o.pdf
medical_doctor_note,"""лікарський висновок"" filetype:pdf",https://baltapmsd.botg.gov.ua/wp-content/uploads/2019/04/086.pdf
medical_doctor_note,"""лікарський висновок"" filetype:pdf",https://moz.gov.ua/uploads/10/50382-forma.pdf
medical_doctor_note,"""лікарський висновок"" filetype:pdf",https://www.drs.gov.ua/wp-content/uploads/2025/09/6990.pdf
medical_doctor_note,"""консультаційний висновок"" ""лікар"" filetype:pdf",https://oblikbudget.com.ua/files/2023/10-2023/NakazMOZ1351.pdf
medical_doctor_note,"""консультаційний висновок"" ""лікар"" filetype:pdf",https://www.school11.org.ua/wp-content/uploads/2024/01/Наказ_1351.pdf
medical_doctor_note,"""консультаційний висновок"" ""лікар"" filetype:pdf",https://nadezhdivska.edu.ks.ua/wp-content/uploads/sites/252/2022/02/MEDYCHNA-DOVIDKA.pdf
medical_doctor_note,"""консультаційний висновок"" ""лікар"" filetype:pdf",https://cnap.dniprorada.gov.ua/wp-content/uploads/abi-sup/7670b96ec3c967755418f6984c691ad692981af26df54ba560886ef6fb33be8f.pdf
medical_doctor_note,"""довідка лікаря"" ""підпис"" filetype:pdf",https://ehealth.gov.ua/wp-content/uploads/2025/11/36-MIS-Tehnichni-vymogy-v-redaktsii-nakazu-NSZU-826-vid-04.11.2025.pdf
medical_doctor_note,"""довідка лікаря"" ""підпис"" filetype:pdf",https://dneprtest.dp.ua/docs/2019/pdf/f027_0.pdf
medical_doctor_note,"""довідка лікаря"" ""підпис"" filetype:pdf",https://pk.kpi.ua/wp-content/uploads/official-documents/zrazky-documentiv.pdf
medical_doctor_note,"""довідка лікаря"" ""підпис"" filetype:pdf",https://legalaid.gov.ua/wp-content/uploads/2024/04/zbirka-raportiv-dlya-vijskovosluzhbovcziv-2024.pdf
medical_doctor_note,"""довідка лікаря"" ""підпис"" filetype:pdf",https://www.sprotyvg7.com.ua/wp-content/uploads/2023/05/Довідник_ВЛК.pdf
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://boilershop.com.ua/system/storage/download/uks.pdf
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://ngl.media/wp-content/uploads/2026/01/232.pdf
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://storage.ua.prom.st/870000_pasport_idmar_gk_10kw.pdf
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://ingo.ua/cms/image/uploads/Zagalni_umovi_strahovogo_produktu_Strahuvannya_vidpovidalnosti_pereviznika_dbc97b7897.pdf?v=1718966075370
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://ingo.ua/content/new-style/Official+information/Rules/32_Правила+добровільного+страхування+вантажів_08_2020.pdf
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://ingo.ua/cms/image/uploads/Zagalni_umovi_strahovogo_produktu_Strahuvannya_vidpovidalnistosti_transportnogo_operatora_93b88c50e7.pdf?v=1719820782998
logistics_financial,"""накладна на відпуск товару"" filetype:pdf",https://ingo.ua/cms/image/uploads/Umovi_ta_Zasterezhennya_dogovoru_dobrovilnogo_strahuvannya_vantazhiv_vid_12_11_2020_0a7fe5bf29.pdf
logistics_financial,"""видаткова накладна"" filetype:pdf",https://static.itbox.ua/static/src/pdf/Видаткова_зразок.pdf
logistics_financial,"""видаткова накладна"" filetype:pdf",https://img1.liveinternet.ru/images/attach/c/7//4871/4871488_blank_vidatkova_nakladna.pdf
logistics_financial,"""видаткова накладна"" filetype:pdf",https://my.wepster.com/uploads/files/9ZGiEdP9dbqcRRSLw.pdf
